Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Saudi Arabia,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.076,-34.934,-0.556,31.647,1.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.59,350.64,11.472,4.261,124.908,93332.539,1.92,4.261,124.909,10705.092,350.59,93328.758,3056.502,99.986,0.0,2.022,19.665,992.275,5048.269,165.33,30298.621,2.022,19.665,30298.621,992.275,47.151,0.0,243.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.527,0.05,0.0,0.014,0.0,-0.05,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.405,105.8,2063.19,5656.822,185.26,62998.492,4.452,281.57,201718.188,6606.238,52.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10706.618,3056.625,0.0,0.0,0.0,1.527,0.05,0.0,0.014,0.0,0.0,-0.001,0.124,1.527,0.05,3.773,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,2015,-1.829,-0.097,101.58,5.18,115.503,5.89,1.075,0.157,489.887,1.188,11.659,19476.963,993.216,4613.056,235.24,0.915,0.084,181.037,9.232,42.943,30.011,547.8,547.8,18.154,1.748,56.844,64899.633,1.835,1.109,31.079,7244.521,369.43,55572.844,2833.904,67.439,85.629,-8.708,-43.543,456.497,2381.242,121.43,8951.91,-41.615,-1.554,42.754,2.18,22.167,13.793,268.36,-22.014,-1.675,5.778,42.161,2.15,113.314,0.392,0.175,6.051,25.765,475.614,3497.835,178.37,9326.788,32.561,14.371,0.0,0.0,5.342,19.173,425.773,3230.943,164.76,8349.414,30.077,12.865,4.765,62.963,1384.19,250.224,12.76,27143.971,0.0,0.0,0.0,0.0,2.329,41.825,23.876,7.479,0.0,18.696,3.761,146.671,0.0,468.205,1.365,0.0,0.721,10742.356,3309.518,12.154,6.592,49.841,266.892,13.61,977.374,2.484,1.506,56.993,4.092,11.391,82.95,4.23,223.38,0.772,0.344,17.187,0.512,3.615,26.277,1.34,70.896,0.245,0.109
Spain,2015,2.275,0.329,318.497,14.788,124.054,5.76,2.078,0.94,328.535,17.591,23.811,3428.136,159.173,1106.365,51.37,-23.467,-4.443,312.064,14.49,18.534,10.118,277.04,277.17,21.077,1.218,18.926,33881.086,1.057,5.186,56.497,2646.704,122.89,24680.283,1145.939,44.337,72.844,3.705,10.199,285.438,1130.702,52.5,6147.525,160.229,0.431,15.083,0.7,18.941,18.144,91.06,-28.157,-30.332,75.78,606.056,28.14,1632.092,10.153,4.817,-7.061,-37.571,427.206,3322.755,154.28,9200.805,55.663,27.156,-0.13,-0.047,0.0,-0.887,148.086,1231.927,57.2,3189.345,20.637,9.413,3.312,22.487,701.328,409.637,19.02,15104.622,-25.559,-0.988,61.999,2.879,6.862,44.581,18.4,5.76,0.0,6.467,1.118,124.054,0.0,396.293,2.078,0.0,1.17,5969.459,1573.144,-10.304,-36.684,279.12,2090.829,97.08,6011.459,35.025,17.743,1.356,0.279,37.32,298.505,13.86,803.775,5.001,2.372,-5.168,-8.077,132.831,1062.214,49.32,2860.802,17.794,8.444
Thailand,2015,6.334,1.103,263.398,18.515,104.418,7.34,4.128,1.344,598.043,-1.826,-3.797,2903.129,204.074,491.931,34.58,-16.344,-8.768,638.411,44.877,19.446,14.815,189.98,177.83,13.168,1.494,20.276,19595.387,1.375,1.547,20.081,2333.329,164.02,18751.141,1318.1,92.234,95.692,2.035,10.162,509.61,1828.311,128.52,7249.646,-4.131,-16.147,5331.472,374.773,72.271,36.997,106.35,-27.168,-3.861,10.128,53.489,3.76,144.073,2.114,0.735,2.201,0.196,59.346,196.459,13.81,844.245,7.766,4.308,12.15,6.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322,13.715,604.417,13.088,0.92,8598.367,4.212,8.272,2911.571,204.667,0.517,43.88,23.416,7.335,0.0,9.224,1.977,104.354,0.0,333.107,4.125,0.0,1.7,2529.789,1377.446,2.201,0.196,59.346,196.459,13.81,844.245,7.766,4.308,22.991,1.166,6.404,33.858,2.38,91.101,1.338,0.465,-17.172,-0.19,0.883,4.695,0.33,12.566,0.186,0.064
Turkey,2015,-24.759,-0.397,15.131,1.205,15.569,1.24,0.475,0.076,474.395,-3.837,-16.119,5072.762,404.026,956.229,76.16,-21.791,-41.458,1868.233,148.798,29.149,25.426,265.22,261.28,18.055,9.26,134.666,19951.004,0.92,3.998,52.368,2230.239,177.63,17104.154,1362.281,67.985,85.731,-1.474,-6.875,459.59,1245.76,99.22,5770.402,-20.555,-1.049,50.907,4.055,37.975,28.923,123.95,65.202,70.711,180.822,843.104,67.15,2270.315,25.7,11.379,56.486,82.298,226.741,1050.27,83.65,2846.85,32.015,14.269,3.94,1.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.803,75.362,498.664,28.25,2.25,6260.992,1.759,0.536,389.691,31.037,0.861,31.382,12.811,4.66,3.42,35.368,3.21,58.509,42.94,160.851,1.784,1.309,0.806,3280.509,1589.021,56.486,82.298,226.741,1050.27,83.65,2846.85,32.015,14.269,1015.632,0.476,0.523,2.386,0.19,6.564,0.073,0.033,36.765,8.298,31.38,146.272,11.65,393.99,4.459,1.975
United Arab Emirates,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.224,-13.094,-3.005,2236.379,19.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.37,127.38,10.379,8.57,96.912,137692.203,1.82,8.579,96.946,14251.576,127.08,137601.406,1226.979,99.764,0.0,12.667,80.356,714.705,14251.576,127.08,80151.695,10.797,57.103,65716.422,585.987,99.764,0.0,86.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.644,0.3,0.0,0.236,0.0,-0.01,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.145,19.595,492.332,0.0,0.0,55213.336,7.457,141.314,228366.5,2036.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14285.219,1227.789,0.0,0.0,0.0,33.644,0.3,0.0,0.236,0.0,-3.025,-0.03,0.805,33.644,0.3,90.33,0.236,0.0,-50.0,-0.004,0.004,0.0,0.0,0.45,0.0,0.0
United Kingdom,2015,-20.071,-2.717,165.868,10.819,448.605,29.26,8.635,0.474,397.793,-21.034,-73.871,4251.833,277.323,1163.369,75.88,-26.135,-21.047,912.024,59.486,22.392,12.156,359.98,338.87,16.824,1.572,35.313,34977.094,0.94,-1.67,-31.409,2838.97,185.17,28358.326,1849.654,54.643,81.077,2.841,19.9,720.455,1531.329,99.88,11045.789,8.628,32.297,6234.048,406.612,29.474,31.58,134.8,6.954,1.008,16.958,96.59,6.3,260.001,1.859,0.743,16.023,66.722,431.705,2356.481,153.7,6618.769,45.357,18.923,21.11,5.864,10.348,16.061,181.783,1078.431,70.34,2787.039,20.757,7.968,2.721,22.562,851.876,144.271,9.41,13060.704,13.424,62.335,8075.146,526.696,2.777,37.341,93.401,29.26,0.0,29.343,21.189,448.605,0.0,1431.99,8.635,0.0,4.094,5195.451,2281.359,20.658,50.661,249.922,1278.05,83.36,3831.729,24.599,10.955,85.81,9.303,20.286,115.448,7.53,311.016,2.222,0.889,26.019,21.878,108.459,617.407,40.27,1662.856,11.884,4.754
United States,2015,4.631,16.696,1162.053,377.211,196.021,63.63,1.558,1.465,474.737,-13.606,-681.778,13336.334,4329.078,4166.259,1352.4,-11.533,-651.388,15392.445,4996.507,33.115,16.814,4150.66,4083.99,17.463,-0.956,-248.486,79318.57,1.52,-1.233,-270.438,8411.136,2730.32,66714.312,21655.984,66.854,84.109,2.952,213.19,7435.795,4107.973,1333.48,22907.014,5.048,355.767,22806.082,7403.032,32.651,28.88,1938.82,-3.635,-29.162,663.691,751.646,243.99,2044.595,5.974,2.578,1.509,21.95,4091.442,4170.171,1353.67,12604.264,33.146,15.891,66.67,1.606,0.001,-12.952,2168.462,2455.825,797.18,6680.254,19.52,8.422,2.044,198.151,9891.111,136.904,44.44,30470.963,8.091,493.634,20315.861,6594.687,1.088,38.416,257.115,82.75,19.12,-0.397,-1.351,254.923,58.902,792.08,2.026,0.468,0.999,12581.307,25747.426,2.895,34.903,1922.98,1714.346,556.49,5924.01,13.626,7.469,34.947,27.024,106.174,120.237,39.03,327.083,0.956,0.412,4.989,21.695,518.788,587.54,190.72,1598.198,4.67,2.015
Vietnam,2015,0.0,0.0,0.0,0.0,0.759,0.07,0.044,0.0,470.465,26.284,63.506,3309.673,305.123,571.745,52.71,1.407,3.764,2943.344,271.351,33.371,36.919,158.93,157.95,21.572,13.514,98.395,8964.749,1.487,20.651,115.494,1090.34,100.52,7319.206,674.768,63.64,81.644,4.407,4.342,102.869,511.002,47.11,1115.82,4.407,4.342,1115.82,102.869,29.826,12.447,74.31,-9.719,-17.273,151.138,620.123,57.17,1639.39,36.195,18.287,-9.597,-17.099,151.705,622.943,57.43,1645.543,36.36,18.356,0.98,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.743,47.645,266.775,7.593,0.7,2893.712,8.301,15.305,2165.88,199.675,0.443,32.279,0.223,0.07,0.0,18.644,0.035,0.759,0.0,2.424,0.044,0.0,0.027,1713.283,826.473,-9.597,-17.099,151.705,622.943,57.43,1645.543,36.36,18.356,0.0,0.0,0.018,0.108,0.01,0.195,0.006,0.002,75.617,0.139,0.326,1.952,0.18,3.534,0.114,0.039
Australia,2016,-22.239,-0.531,76.707,1.856,150.027,3.63,1.406,0.116,713.511,-0.065,-0.349,22320.582,540.062,6710.282,162.36,0.207,7.353,147259.828,3563.056,62.874,33.617,258.23,258.23,16.827,0.327,5.232,66396.188,1.373,-0.64,-9.61,8947.455,216.49,61624.492,1491.048,83.836,92.813,-2.673,-10.423,379.527,1988.369,48.11,15685.702,26.625,197.82,38882.809,940.797,18.631,23.624,184.25,25.151,9.26,47.195,728.642,17.63,1950.537,6.827,2.938,14.176,14.842,115.454,1725.099,41.74,4771.693,16.164,7.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,1.162,571.459,248.804,6.02,23618.209,-8.635,-16.875,7379.248,178.546,2.331,35.572,11.58,3.628,0.0,-1.374,-0.161,149.924,0.0,478.578,1.405,0.0,0.721,10672.556,1606.503,14.176,14.842,115.454,1725.099,41.74,4771.693,16.164,7.187,20.083,3.232,19.917,307.493,7.44,823.144,2.881,1.24,10.198,3.042,34.908,538.939,13.04,1442.726,5.05,2.173
Bangladesh,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.601,-24.801,-7.597,144.168,23.036,6.446,1.03,33.58,1.39,34.61,5.53,1.491,5.958,72.91,69.09,17.95,0.421,1.62,2419.747,0.655,0.471,1.798,424.634,67.85,2401.081,383.656,98.205,99.229,2.309,5.969,264.509,346.967,55.44,1655.413,2.309,5.969,1655.413,264.509,80.243,68.413,46.47,-1.505,-0.05,2.368,6.321,1.01,14.821,1.462,0.613,-5.059,-0.177,2.982,7.76,1.24,18.666,1.795,0.771,3.82,5.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.696,3.426,96.11,71.221,11.38,601.5,0.274,0.007,16.112,2.574,16.471,24.858,0.012,0.0,0.0,4.778,0.001,0.0,0.0,0.074,0.0,0.0,0.003,432.395,386.638,-5.059,-0.177,2.982,7.76,1.24,18.666,1.795,0.771,-17.293,-0.127,0.589,1.377,0.22,3.685,0.318,0.152,0.0,0.0,0.014,0.063,0.01,0.085,0.014,0.004
Brazil,2016,-9.0,-19.942,974.715,201.629,248.139,51.33,8.867,5.875,149.648,-9.675,-19.831,895.05,185.15,124.094,25.67,-7.848,-2.653,150.574,31.148,4.434,5.395,619.68,578.89,22.268,-2.411,-84.792,16591.764,1.175,-7.465,-154.589,469.932,97.21,9263.867,1916.32,16.792,55.834,-13.622,-58.487,370.879,273.035,56.48,1792.901,1.34,3.191,1166.181,241.236,9.757,10.806,86.63,5.884,50.935,1019.713,1841.394,380.91,4929.493,65.8,29.71,2.352,69.797,1515.846,2328.536,481.68,7327.897,83.208,44.166,40.79,6.582,7.671,2.678,40.754,76.67,15.86,197.01,2.74,1.187,-5.309,-76.271,1360.291,72.803,15.06,6575.916,3.415,52.5,7685.905,1589.903,2.602,39.634,163.871,51.335,0.0,2.916,4.643,248.162,0.0,792.184,8.868,0.0,4.775,2798.469,3432.165,2.232,67.119,1475.092,2251.866,465.82,7130.886,80.468,42.978,44.712,0.07,0.228,0.435,0.09,1.103,0.016,0.007,54.857,31.414,89.651,161.897,33.49,433.39,5.785,2.612
Canada,2016,-3.588,-0.746,555.434,20.059,314.564,11.36,1.7,0.503,180.678,-0.368,-0.789,5915.275,213.621,1800.433,65.02,0.419,1.586,10539.086,380.604,9.731,5.362,604.35,668.15,21.581,-0.879,-35.319,110318.586,2.516,-2.011,-52.207,3757.04,135.68,70430.844,2543.507,20.307,63.843,-4.255,-46.945,1056.379,1822.586,65.82,29251.611,2.663,42.806,45699.285,1650.363,9.851,26.516,120.72,0.848,2.581,1031.817,10672.73,385.43,28571.479,57.686,25.899,1.58,16.888,1440.487,14744.334,532.47,39887.746,79.693,36.157,-63.8,-10.557,-0.373,-2.515,258.746,2788.982,100.72,7164.793,15.074,6.495,-0.35,-4.473,1273.506,134.022,4.84,35263.957,1.282,32.221,70476.812,2545.167,0.724,31.966,36.262,11.36,0.0,13.741,4.381,314.55,0.0,1004.109,1.7,0.0,0.91,18501.375,3983.994,2.025,19.404,1181.741,11955.352,431.75,32722.955,64.619,29.662,39.288,2.999,10.795,111.593,4.03,298.91,0.603,0.271,14.71,10.189,82.809,856.466,30.93,2293.022,4.629,2.079
China,2016,1.889,0.516,19.841,27.815,44.319,62.13,1.013,0.079,651.666,-2.926,-653.262,15461.83,21675.779,2964.82,4156.35,-7.534,-1602.725,14031.94,19671.232,67.768,61.443,6120.44,6133.16,18.954,0.403,141.723,25164.398,1.805,-0.946,-292.064,3136.616,4397.19,21823.234,30593.768,71.695,86.723,7.577,147.516,2094.411,134.304,188.28,1493.991,1.675,22.727,983.969,1379.416,3.07,5.937,3996.77,3.477,85.981,3087.34,822.654,1153.27,2202.271,18.804,8.752,10.767,433.79,4683.943,1238.307,1735.97,3341.164,28.305,13.277,-12.72,-0.208,24.391,104.759,547.629,152.066,213.18,390.636,3.476,1.552,3.233,213.683,6823.578,37.492,52.56,4867.415,-6.933,-172.996,1656.576,2322.336,0.857,19.342,198.27,62.135,0.0,14.915,25.756,44.322,0.0,141.43,1.013,0.0,0.562,4374.924,35277.711,9.124,329.031,4136.315,1086.241,1522.79,2950.528,24.829,11.725,68.508,71.778,178.098,47.457,66.53,127.041,1.085,0.505,29.78,145.0,644.793,171.811,240.86,459.945,3.927,1.828
Egypt,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.965,52.051,4.851,142.006,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,187.92,188.19,18.749,5.548,54.153,10324.906,0.919,5.765,53.845,1727.331,172.36,9900.272,987.889,91.588,95.887,7.248,33.353,493.541,1387.697,138.47,4946.093,-5.492,-23.389,4033.887,402.517,73.58,47.904,111.59,-3.552,-1.519,35.33,132.286,13.2,354.067,7.014,3.429,1.33,0.307,42.372,158.643,15.83,424.633,8.412,4.113,-0.27,-0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367,15.641,480.178,339.633,33.89,4812.173,-4.505,-18.561,3943.527,393.501,18.008,46.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.973,1030.261,1.33,0.307,42.372,158.643,15.83,424.633,8.412,4.113,456.214,0.512,0.625,2.305,0.23,6.267,0.122,0.061,26.505,1.314,6.416,24.052,2.4,64.299,1.275,0.623
France,2016,0.605,0.198,514.868,32.946,117.52,7.52,1.346,1.191,68.558,-2.704,-2.766,1555.164,99.514,159.87,10.23,0.0,0.0,0.0,0.0,1.831,3.598,517.3,558.8,28.395,-2.013,-56.82,43217.41,1.11,1.441,20.358,884.523,56.6,22391.416,1432.812,10.129,51.811,9.271,37.782,445.299,546.497,34.97,6958.964,-4.762,-0.012,3.683,0.236,6.258,16.102,38.31,9.836,13.497,160.417,950.784,60.84,2506.938,10.888,5.801,-4.855,-77.179,1332.641,7848.185,502.2,20825.988,89.871,48.189,-41.5,-8.022,-7.826,-94.627,1035.759,6301.052,403.2,16186.429,72.155,37.453,-1.624,-14.657,887.998,178.155,11.4,13877.288,-1.222,-0.13,164.609,10.533,2.04,32.11,24.619,8.12,0.6,8.414,1.908,126.896,9.377,384.735,1.453,0.107,0.89,8732.707,2765.453,5.708,17.448,296.882,1547.133,99.0,4639.561,17.717,10.735,12.416,2.298,21.858,135.335,8.66,341.586,1.55,0.79,-0.198,-0.453,57.042,334.118,21.38,891.434,3.826,2.063
Germany,2016,0.235,0.072,374.713,30.851,618.597,50.93,7.939,0.803,498.301,-2.745,-25.121,10809.177,889.935,3179.223,261.75,-7.418,-36.937,5598.982,460.972,40.802,23.167,591.0,641.52,19.063,1.603,60.591,46658.379,1.036,2.668,79.527,4466.824,367.76,37174.879,3060.661,57.326,79.675,10.306,79.311,848.847,979.213,80.62,10310.126,-7.993,-6.014,840.875,69.23,12.567,22.097,319.67,8.268,3.898,55.002,249.601,20.55,668.061,3.203,1.432,-1.959,-18.935,780.79,3325.097,273.76,9483.501,42.674,20.325,-50.52,-8.548,-7.792,-19.776,217.415,1027.918,84.63,2640.73,13.192,5.66,1.954,25.336,1321.879,308.388,25.39,16055.576,-2.805,-0.855,359.996,29.639,3.958,34.411,163.024,51.1,0.17,1.276,2.028,620.662,2.065,1980.091,7.965,0.026,4.244,7791.921,3841.451,0.487,0.841,563.375,2297.178,189.13,6842.771,29.482,14.666,-1.366,-1.999,100.539,456.205,37.56,1221.147,5.855,2.617,-0.868,-3.159,213.96,970.711,79.92,2598.759,12.458,5.57
India,2016,111.333,3.999,5.67,7.59,18.541,24.82,1.771,0.092,749.148,2.165,97.222,3427.138,4587.692,802.01,1073.6,1.032,33.728,2466.563,3301.831,76.591,55.374,1400.65,1401.74,17.826,4.481,355.292,6189.113,1.028,4.753,345.286,863.289,1155.63,5684.788,7609.863,82.443,91.851,6.242,29.841,507.91,54.249,72.62,379.423,-5.545,-15.605,198.578,265.823,5.181,6.13,1050.11,-3.677,-15.244,343.682,95.904,128.38,256.741,9.159,4.148,3.504,10.006,675.108,183.851,246.11,504.325,17.557,8.149,-1.09,-0.078,-1.07,-1.639,97.354,28.312,37.9,72.726,2.704,1.175,9.504,218.223,2514.262,7.03,9.41,1878.226,-1.427,-6.832,352.604,472.009,0.671,30.347,79.221,24.817,0.0,-18.945,-18.516,18.539,0.0,59.18,1.77,0.0,0.956,1047.14,8284.972,4.351,11.645,577.754,155.539,208.21,431.599,14.854,6.974,75.987,13.253,30.936,8.636,11.56,23.11,0.825,0.373,32.715,28.153,116.325,32.458,43.45,86.898,3.1,1.404
Indonesia,2016,228.743,19.138,105.037,27.504,38.992,10.21,3.964,1.45,689.031,2.262,12.042,2078.731,544.316,517.013,135.38,-3.097,-87.645,10472.808,2742.306,52.565,28.696,258.24,257.55,13.869,1.646,30.711,7243.88,0.673,-0.181,-3.251,832.423,217.97,6835.928,1789.989,84.632,94.368,3.143,13.841,454.212,235.975,61.79,1734.624,-1.421,-10.822,2867.287,750.8,23.991,23.946,177.46,35.926,12.996,49.999,71.339,18.68,190.944,7.253,2.636,76.045,33.962,106.822,151.155,39.58,407.952,15.368,5.632,0.69,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.55,-29.134,791.461,79.435,20.8,3022.573,5.099,24.066,1894.242,496.008,8.076,41.726,29.248,20.87,10.66,6.891,1.781,79.702,40.71,111.697,8.103,4.139,1.542,983.578,1896.811,76.045,33.962,106.822,151.155,39.58,407.952,15.368,5.632,299.432,0.042,0.056,0.076,0.02,0.216,0.008,0.003,53.784,0.005,0.015,0.038,0.01,0.058,0.004,0.001
Iran,2016,0.0,0.0,0.0,0.0,0.24,0.02,0.007,0.0,642.133,-16.821,-2.135,126.757,10.56,5.882,0.49,4.595,0.455,124.249,10.351,0.171,0.366,283.67,286.14,10.045,5.445,148.961,34628.828,2.041,5.043,135.699,3169.871,264.07,33927.59,2826.38,92.287,97.975,6.684,122.996,1963.19,2704.72,225.32,23565.949,8.605,157.94,23928.812,1993.419,78.745,68.053,183.74,16.375,5.598,41.285,185.1,15.42,495.584,5.389,1.431,30.598,13.262,58.417,264.926,22.07,701.238,7.713,2.025,-2.47,-0.871,85.226,7.599,16.632,77.665,6.47,199.644,2.261,0.577,1.771,14.839,852.63,459.269,38.26,10234.884,19.918,417.535,30174.934,2513.76,13.371,29.556,0.07,0.022,0.0,33.742,0.018,0.262,0.0,0.835,0.008,0.0,0.002,3434.797,2884.797,16.36,5.663,41.786,187.261,15.6,501.594,5.452,1.448,233.333,0.009,0.013,0.0,0.0,0.161,0.0,0.0,10.638,0.038,0.418,1.921,0.16,5.013,0.056,0.014
Italy,2016,-0.545,-0.084,256.185,15.401,324.359,19.5,6.819,0.845,389.509,-10.923,-15.663,2124.671,127.732,592.329,35.61,-100.0,-0.63,0.0,0.0,12.453,7.011,322.98,285.95,17.528,0.395,7.166,30305.607,0.888,0.734,10.987,2959.815,177.94,25083.414,1507.98,62.228,82.768,5.023,32.304,675.458,2098.684,126.17,11235.426,-14.573,-9.399,916.482,55.098,44.123,37.074,111.38,-6.82,-9.039,113.592,705.771,42.43,1889.465,14.838,6.235,-0.777,-3.821,313.951,1796.615,108.01,5222.191,37.772,17.232,37.03,11.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.796,-5.654,704.79,268.802,16.16,11723.319,-31.273,-19.895,727.282,43.723,5.651,38.684,78.43,25.79,6.29,0.846,0.532,428.985,104.626,1304.588,9.019,2.2,4.305,4756.43,1821.932,-0.777,-3.821,313.951,1796.615,108.01,5222.191,37.772,17.232,-3.652,-2.609,59.174,367.607,22.1,984.288,7.729,3.248,19.165,7.379,47.353,294.252,17.69,787.665,6.186,2.599
Japan,2016,22.316,0.842,36.329,4.614,186.387,23.67,2.287,0.087,569.655,-0.186,-2.595,10987.819,1395.385,2718.557,345.24,14.486,1.15,71.542,9.085,33.353,26.35,1035.1,1035.1,20.691,-1.274,-68.325,41699.695,1.117,-1.881,-92.551,6816.472,865.65,38021.918,4828.55,83.63,91.18,-1.938,-23.002,1164.174,3321.735,421.84,9167.171,3.007,0.986,265.922,33.77,40.754,21.984,589.65,-7.391,-18.337,212.626,625.463,79.43,1674.302,7.674,4.015,7.237,24.226,467.055,1334.317,169.45,3677.777,16.37,8.82,0.0,0.0,290.733,33.722,45.414,139.219,17.68,357.604,1.708,0.858,-2.866,-66.953,2268.99,776.179,98.57,17866.928,-20.318,-1.58,48.804,6.198,9.523,42.847,74.12,23.671,0.0,-16.901,-15.202,186.394,0.0,583.65,2.287,0.0,1.4,8150.788,5295.605,-0.893,-9.496,421.642,1195.097,151.77,3320.173,14.662,7.962,25.436,22.969,115.985,341.198,43.33,913.308,4.186,2.19,2.259,0.233,14.297,42.049,5.34,112.584,0.516,0.27
Malaysia,2016,0.0,0.0,143.405,4.521,24.107,0.76,0.485,0.386,649.282,7.687,15.551,6909.981,217.847,2193.399,69.15,-7.615,-1.248,480.072,15.135,44.143,18.583,155.99,156.65,13.783,5.179,57.729,37184.793,1.638,3.88,41.497,4299.886,135.56,35237.793,1110.921,86.537,94.764,-3.943,-18.468,449.93,2069.059,65.23,14271.518,-0.196,-1.505,24327.371,766.955,41.641,38.38,101.71,43.809,16.108,53.605,635.023,20.02,1700.32,12.78,4.573,31.568,16.231,61.382,668.963,21.09,1947.002,13.463,5.236,-0.66,-0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.139,44.415,443.145,37.429,1.18,14056.294,3.462,12.96,12285.406,387.315,0.753,37.801,2.426,0.76,0.0,1.198,0.029,24.107,0.0,76.954,0.485,0.0,0.207,4968.849,1172.303,31.568,16.231,61.382,668.963,21.09,1947.002,13.463,5.236,13.553,0.095,0.83,9.833,0.31,26.323,0.198,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
